Ne,type,density,fill
17.10625000000043,posterior,0,NA
17.10625000000043,prior,0.001822559229737764,NA
17.11875000000043,posterior,1.0102896299364366e-5,NA
17.11875000000043,prior,0.001821253535707445,NA
17.131250000000428,posterior,1.0215346040325632e-5,NA
17.131250000000428,prior,0.0018199497125176358,NA
17.143750000000427,posterior,1.03277957812869e-5,NA
17.143750000000427,prior,0.0018186477561255713,NA
17.156250000000426,posterior,1.0440245522248167e-5,NA
17.156250000000426,prior,0.0018173476625001626,NA
17.168750000000426,posterior,1.0552695263209433e-5,NA
17.168750000000426,prior,0.0018160494276219538,NA
17.181250000000425,posterior,1.0665145004170699e-5,NA
17.181250000000425,prior,0.001814753047483081,NA
17.193750000000424,posterior,1.0777594745131967e-5,NA
17.193750000000424,prior,0.0018134585180872291,NA
17.206250000000423,posterior,1.0890044486093234e-5,NA
17.206250000000423,prior,0.0018121658354495918,NA
17.218750000000423,posterior,1.10024942270545e-5,NA
17.218750000000423,prior,0.0018108749955968297,NA
17.231250000000422,posterior,1.1114943968015768e-5,NA
17.231250000000422,prior,0.001809585994567027,NA
17.24375000000042,posterior,1.1227393708977034e-5,NA
17.24375000000042,prior,0.0018082988284096539,NA
17.25625000000042,posterior,1.1339843449938301e-5,NA
17.25625000000042,prior,0.0018070134931855223,NA
17.26875000000042,posterior,1.1452293190899567e-5,NA
17.26875000000042,prior,0.0018057299849667478,NA
17.28125000000042,posterior,1.1564742931860835e-5,NA
17.28125000000042,prior,0.0018044482998367068,NA
17.29375000000042,posterior,1.16771926728221e-5,NA
17.29375000000042,prior,0.0018031684338899977,NA
17.306250000000418,posterior,1.1789642413783368e-5,NA
17.306250000000418,prior,0.0018018903832323994,NA
17.318750000000417,posterior,1.1913230247021777e-5,NA
17.318750000000417,prior,0.0018006141439808338,NA
17.331250000000416,posterior,1.2041884007170756e-5,NA
17.331250000000416,prior,0.0017993397122633217,NA
17.343750000000416,posterior,1.2170537767319733e-5,NA
17.343750000000416,prior,0.001798067084218947,NA
17.356250000000415,posterior,1.229919152746871e-5,NA
17.356250000000415,prior,0.001796796255997815,NA
17.368750000000414,posterior,1.2427845287617689e-5,NA
17.368750000000414,prior,0.001795527223761014,NA
17.381250000000414,posterior,1.2556499047766666e-5,NA
17.381250000000414,prior,0.0017942599836805752,NA
17.393750000000413,posterior,1.2685152807915645e-5,NA
17.393750000000413,prior,0.0017929945319394348,NA
17.406250000000412,posterior,1.2813806568064622e-5,NA
17.406250000000412,prior,0.0017917308647313935,NA
17.41875000000041,posterior,1.2942460328213599e-5,NA
17.41875000000041,prior,0.0017904689782610804,NA
17.43125000000041,posterior,1.3071114088362578e-5,NA
17.43125000000041,prior,0.0017892088687439117,NA
17.44375000000041,posterior,1.3199767848511555e-5,NA
17.44375000000041,prior,0.0017879505324060534,NA
17.45625000000041,posterior,1.3328421608660534e-5,NA
17.45625000000041,prior,0.001786693965484384,NA
17.46875000000041,posterior,1.3457075368809511e-5,NA
17.46875000000041,prior,0.0017854391642264551,NA
17.481250000000408,posterior,1.3585729128958488e-5,NA
17.481250000000408,prior,0.0017841861248904538,NA
17.493750000000407,posterior,1.3714382889107467e-5,NA
17.493750000000407,prior,0.0017829348437451659,NA
17.506250000000406,posterior,1.3843036649256444e-5,NA
17.506250000000406,prior,0.0017816853170699372,NA
17.518750000000406,posterior,1.3983513260713095e-5,NA
17.518750000000406,prior,0.0017804375411546367,NA
17.531250000000405,posterior,1.4129949480893734e-5,NA
17.531250000000405,prior,0.0017791915122996188,NA
17.543750000000404,posterior,1.4276385701074373e-5,NA
17.543750000000404,prior,0.001777947226815688,NA
17.556250000000404,posterior,1.4422821921255012e-5,NA
17.556250000000404,prior,0.0017767046810240586,NA
17.568750000000403,posterior,1.456925814143565e-5,NA
17.568750000000403,prior,0.0017754638712563213,NA
17.581250000000402,posterior,1.4715694361616289e-5,NA
17.581250000000402,prior,0.001774224793854405,NA
17.5937500000004,posterior,1.4862130581796928e-5,NA
17.5937500000004,prior,0.0017729874451705401,NA
17.6062500000004,posterior,1.5008566801977565e-5,NA
17.6062500000004,prior,0.0017717518215672233,NA
17.6187500000004,posterior,1.5155003022158205e-5,NA
17.6187500000004,prior,0.001770517919417181,NA
17.6312500000004,posterior,1.5301439242338842e-5,NA
17.6312500000004,prior,0.0017692857351033309,NA
17.6437500000004,posterior,1.544787546251948e-5,NA
17.6437500000004,prior,0.001768055265018751,NA
17.656250000000398,posterior,1.559431168270012e-5,NA
17.656250000000398,prior,0.0017668265055666398,NA
17.668750000000397,posterior,1.574074790288076e-5,NA
17.668750000000397,prior,0.0017655994531602837,NA
17.681250000000396,posterior,1.5887184123061397e-5,NA
17.681250000000396,prior,0.0017643741042230173,NA
17.693750000000396,posterior,1.6033620343242036e-5,NA
17.693750000000396,prior,0.001763150455188194,NA
17.706250000000395,posterior,1.6180056563422675e-5,NA
17.706250000000395,prior,0.0017619285024991459,NA
17.718750000000394,posterior,1.6338949564607163e-5,NA
17.718750000000394,prior,0.0017607082426091515,NA
17.731250000000394,posterior,1.6504778161509323e-5,NA
17.731250000000394,prior,0.0017594896719814004,NA
17.743750000000393,posterior,1.6670606758411484e-5,NA
17.743750000000393,prior,0.001758272787088958,NA
17.756250000000392,posterior,1.683643535531364e-5,NA
17.756250000000392,prior,0.0017570575844147317,NA
17.76875000000039,posterior,1.70022639522158e-5,NA
17.76875000000039,prior,0.0017558440604514356,NA
17.78125000000039,posterior,1.7168092549117962e-5,NA
17.78125000000039,prior,0.0017546322117015585,NA
17.79375000000039,posterior,1.7333921146020123e-5,NA
17.79375000000039,prior,0.0017534220346773263,NA
17.80625000000039,posterior,1.749974974292228e-5,NA
17.80625000000039,prior,0.0017522135259006716,NA
17.81875000000039,posterior,1.766557833982444e-5,NA
17.81875000000039,prior,0.0017510066819031974,NA
17.831250000000388,posterior,1.78314069367266e-5,NA
17.831250000000388,prior,0.001749801499226145,NA
17.843750000000387,posterior,1.799723553362876e-5,NA
17.843750000000387,prior,0.0017485979744203595,NA
17.856250000000387,posterior,1.816306413053092e-5,NA
17.856250000000387,prior,0.0017473961040462567,NA
17.868750000000386,posterior,1.832889272743308e-5,NA
17.868750000000386,prior,0.00174619588467379,NA
17.881250000000385,posterior,1.849472132433524e-5,NA
17.881250000000385,prior,0.0017449973128824178,NA
17.893750000000384,posterior,1.86605499212374e-5,NA
17.893750000000384,prior,0.0017438003852610687,NA
17.906250000000384,posterior,1.8826378518139557e-5,NA
17.906250000000384,prior,0.0017426050984081119,NA
17.918750000000383,posterior,1.9005234605209532e-5,NA
17.918750000000383,prior,0.0017414114489313207,NA
17.931250000000382,posterior,1.9192080409207784e-5,NA
17.931250000000382,prior,0.0017402194334478433,NA
17.94375000000038,posterior,1.9378926213206036e-5,NA
17.94375000000038,prior,0.0017390290485841675,NA
17.95625000000038,posterior,1.9565772017204288e-5,NA
17.95625000000038,prior,0.0017378402909760914,NA
17.96875000000038,posterior,1.975261782120254e-5,NA
17.96875000000038,prior,0.0017366531572686886,NA
17.98125000000038,posterior,1.993946362520079e-5,NA
17.98125000000038,prior,0.0017354676441162778,NA
17.99375000000038,posterior,2.0126309429199044e-5,NA
17.99375000000038,prior,0.0017342837481823903,NA
18.006250000000378,posterior,2.0313155233197295e-5,NA
18.006250000000378,prior,0.0017331014661397385,NA
18.018750000000377,posterior,2.0500001037195547e-5,NA
18.018750000000377,prior,0.0017319207946701837,NA
18.031250000000377,posterior,2.06868468411938e-5,NA
18.031250000000377,prior,0.0017307417304647053,NA
18.043750000000376,posterior,2.087369264519205e-5,NA
18.043750000000376,prior,0.00172956427022337,NA
18.056250000000375,posterior,2.1060538449190303e-5,NA
18.056250000000375,prior,0.0017283884106552984,NA
18.068750000000374,posterior,2.1247384253188555e-5,NA
18.068750000000374,prior,0.0017272141484786362,NA
18.081250000000374,posterior,2.1434230057186804e-5,NA
18.081250000000374,prior,0.0017260414804205221,NA
18.093750000000373,posterior,2.1621075861185055e-5,NA
18.093750000000373,prior,0.0017248704032170577,NA
18.106250000000372,posterior,2.1807921665183307e-5,NA
18.106250000000372,prior,0.0017237009136132758,NA
18.11875000000037,posterior,2.2008291296223935e-5,NA
18.11875000000037,prior,0.0017225330083631089,NA
18.13125000000037,posterior,2.2217777068127158e-5,NA
18.13125000000037,prior,0.0017213666842293633,NA
18.14375000000037,posterior,2.242726284003038e-5,NA
18.14375000000037,prior,0.001720201937983683,NA
18.15625000000037,posterior,2.2636748611933604e-5,NA
18.15625000000037,prior,0.0017190387664065227,NA
18.16875000000037,posterior,2.2846234383836827e-5,NA
18.16875000000037,prior,0.0017178771662871178,NA
18.181250000000368,posterior,2.305572015574005e-5,NA
18.181250000000368,prior,0.0017167171344234528,NA
18.193750000000367,posterior,2.3265205927643273e-5,NA
18.193750000000367,prior,0.001715558667622233,NA
18.206250000000367,posterior,2.3474691699546496e-5,NA
18.206250000000367,prior,0.0017144017626988539,NA
18.218750000000366,posterior,2.368417747144972e-5,NA
18.218750000000366,prior,0.001713246416477372,NA
18.231250000000365,posterior,2.3893663243352942e-5,NA
18.231250000000365,prior,0.0017120926257904751,NA
18.243750000000365,posterior,2.4103149015256165e-5,NA
18.243750000000365,prior,0.0017109403874794532,NA
18.256250000000364,posterior,2.4312634787159388e-5,NA
18.256250000000364,prior,0.0017097896983941689,NA
18.268750000000363,posterior,2.452212055906261e-5,NA
18.268750000000363,prior,0.0017086405553930284,NA
18.281250000000362,posterior,2.4731606330965834e-5,NA
18.281250000000362,prior,0.0017074929553429529,NA
18.29375000000036,posterior,2.4941092102869057e-5,NA
18.29375000000036,prior,0.0017063468951193494,NA
18.30625000000036,posterior,2.515057787477228e-5,NA
18.30625000000036,prior,0.0017052023716060815,NA
18.31875000000036,posterior,2.5374000109752886e-5,NA
18.31875000000036,prior,0.0017040593816954415,NA
18.33125000000036,posterior,2.560773006956654e-5,NA
18.33125000000036,prior,0.001702917922288122,NA
18.34375000000036,posterior,2.584146002938019e-5,NA
18.34375000000036,prior,0.001701777990293186,NA
18.356250000000358,posterior,2.607518998919384e-5,NA
18.356250000000358,prior,0.0017006395826280405,NA
18.368750000000357,posterior,2.630891994900749e-5,NA
18.368750000000357,prior,0.0016995026962184077,NA
18.381250000000357,posterior,2.6542649908821144e-5,NA
18.381250000000357,prior,0.0016983673279982953,NA
18.393750000000356,posterior,2.6776379868634797e-5,NA
18.393750000000356,prior,0.001697233474909972,NA
18.406250000000355,posterior,2.7010109828448447e-5,NA
18.406250000000355,prior,0.0016961011339039359,NA
18.418750000000355,posterior,2.72438397882621e-5,NA
18.418750000000355,prior,0.0016949703019388891,NA
18.431250000000354,posterior,2.7477569748075753e-5,NA
18.431250000000354,prior,0.0016938409759817096,NA
18.443750000000353,posterior,2.7711299707889402e-5,NA
18.443750000000353,prior,0.0016927131530074238,NA
18.456250000000352,posterior,2.7945029667703055e-5,NA
18.456250000000352,prior,0.0016915868299991778,NA
18.46875000000035,posterior,2.8178759627516705e-5,NA
18.46875000000035,prior,0.0016904620039482135,NA
18.48125000000035,posterior,2.8412489587330358e-5,NA
18.48125000000035,prior,0.0016893386718538368,NA
18.49375000000035,posterior,2.864621954714401e-5,NA
18.49375000000035,prior,0.0016882168307233943,NA
18.50625000000035,posterior,2.887994950695766e-5,NA
18.50625000000035,prior,0.0016870964775722453,NA
18.51875000000035,posterior,2.9127937918233833e-5,NA
18.51875000000035,prior,0.0016859776094237334,NA
18.531250000000348,posterior,2.938748290147672e-5,NA
18.531250000000348,prior,0.0016848602233091618,NA
18.543750000000347,posterior,2.9647027884719604e-5,NA
18.543750000000347,prior,0.001683744316267766,NA
18.556250000000347,posterior,2.990657286796249e-5,NA
18.556250000000347,prior,0.001682629885346687,NA
18.568750000000346,posterior,3.0166117851205376e-5,NA
18.568750000000346,prior,0.0016815169276009443,NA
18.581250000000345,posterior,3.042566283444826e-5,NA
18.581250000000345,prior,0.0016804054400934116,NA
18.593750000000345,posterior,3.0685207817691145e-5,NA
18.593750000000345,prior,0.0016792954198947888,NA
18.606250000000344,posterior,3.094475280093403e-5,NA
18.606250000000344,prior,0.0016781868640835757,NA
18.618750000000343,posterior,3.1204297784176916e-5,NA
18.618750000000343,prior,0.0016770797697460479,NA
18.631250000000342,posterior,3.14638427674198e-5,NA
18.631250000000342,prior,0.0016759741339762285,NA
18.643750000000342,posterior,3.172338775066269e-5,NA
18.643750000000342,prior,0.0016748699538758649,NA
18.65625000000034,posterior,3.1982932733905574e-5,NA
18.65625000000034,prior,0.0016737672265544007,NA
18.66875000000034,posterior,3.224247771714846e-5,NA
18.66875000000034,prior,0.001672665949128952,NA
18.68125000000034,posterior,3.2502022700391346e-5,NA
18.68125000000034,prior,0.00167156611872428,NA
18.69375000000034,posterior,3.276156768363423e-5,NA
18.69375000000034,prior,0.0016704677324727673,NA
18.706250000000338,posterior,3.302111266687712e-5,NA
18.706250000000338,prior,0.0016693707875143923,NA
18.718750000000338,posterior,3.329514337257169e-5,NA
18.718750000000338,prior,0.0016682752809967039,NA
18.731250000000337,posterior,3.3582028894702215e-5,NA
18.731250000000337,prior,0.0016671812100747955,NA
18.743750000000336,posterior,3.3868914416832735e-5,NA
18.743750000000336,prior,0.001666088571911281,NA
18.756250000000335,posterior,3.4155799938963256e-5,NA
18.756250000000335,prior,0.0016649973636762704,NA
18.768750000000335,posterior,3.4442685461093776e-5,NA
18.768750000000335,prior,0.0016639075825473435,NA
18.781250000000334,posterior,3.47295709832243e-5,NA
18.781250000000334,prior,0.0016628192257095264,NA
18.793750000000333,posterior,3.5016456505354824e-5,NA
18.793750000000333,prior,0.0016617322903552674,NA
18.806250000000333,posterior,3.5303342027485344e-5,NA
18.806250000000333,prior,0.0016606467736844095,NA
18.818750000000332,posterior,3.5590227549615865e-5,NA
18.818750000000332,prior,0.001659562672904171,NA
18.83125000000033,posterior,3.5877113071746386e-5,NA
18.83125000000033,prior,0.0016584799852291162,NA
18.84375000000033,posterior,3.616399859387691e-5,NA
18.84375000000033,prior,0.0016573987078811344,NA
18.85625000000033,posterior,3.6450884116007433e-05,NA
18.85625000000033,prior,0.0016563188380894146,NA
18.86875000000033,posterior,3.6737769638137954e-5,NA
18.86875000000033,prior,0.0016552403730904222,NA
18.88125000000033,posterior,3.7024655160268474e-5,NA
18.88125000000033,prior,0.0016541633101278734,NA
18.893750000000328,posterior,3.7311540682398995e-5,NA
18.893750000000328,prior,0.001653087646452714,NA
18.906250000000327,posterior,3.759842620452952e-5,NA
18.906250000000327,prior,0.0016520133793230935,NA
18.918750000000326,posterior,3.789992920142719e-5,NA
18.918750000000326,prior,0.0016509405060043422,NA
18.931250000000325,posterior,3.821562784694062e-5,NA
18.931250000000325,prior,0.0016498690237689473,NA
18.943750000000325,posterior,3.853132649245405e-5,NA
18.943750000000325,prior,0.0016487989298965315,NA
