"","mu","Ne","Log.likelihood"
"697",9e-06,50,-4105.27322723097
"698",1e-06,51,-4012.4117251508
"699",1.5e-06,51,-3897.93082753972
"700",2e-06,51,-3836.33685971614
"701",2.5e-06,51,-3803.7230348536
"702",3e-06,51,-3789.44063269306
"703",3.5e-06,51,-3787.80930164536
"704",4e-06,51,-3795.43837809898
"705",4.5e-06,51,-3810.14081457066
"706",5e-06,51,-3830.42331045368
"707",5.5e-06,51,-3855.22075525941
"708",6e-06,51,-3883.74671084565
"709",6.5e-06,51,-3915.40394746422
"710",7e-06,51,-3949.72822903305
"711",7.5e-06,51,-3986.35153969572
"712",8e-06,51,-4024.97720275196
"713",8.5e-06,51,-4065.36255588318
"714",9e-06,51,-4107.30624482227
"715",1e-06,52,-4014.3087477158
"716",1.5e-06,52,-3899.83440142765
"717",2e-06,52,-3838.24699531035
"718",2.5e-06,52,-3805.6397425388
"719",3e-06,52,-3791.36392285637
"720",3.5e-06,52,-3789.73918467588
"721",4e-06,52,-3797.3748643875
"722",4.5e-06,52,-3812.08391451045
"723",5e-06,52,-3832.37303443956
"724",5.5e-06,52,-3857.17711368828
"725",6e-06,52,-3885.70971411665
"726",6.5e-06,52,-3917.37360597815
"727",7e-06,52,-3951.70455319281
"728",7.5e-06,52,-3988.3345399062
"729",8e-06,52,-4026.96688942013
"730",8.5e-06,52,-4067.35861100708
"731",9e-06,52,-4109.3093289477
"732",1e-06,53,-4016.35046918606
"733",1.5e-06,53,-3901.8719820035
"734",2e-06,53,-3840.28044459674
"735",2.5e-06,53,-3807.66907014355
"736",3e-06,53,-3793.38913838858
"737",3.5e-06,53,-3791.76029774664
"738",4e-06,53,-3799.39188460984
"739",4.5e-06,53,-3814.0968514992
"740",5e-06,53,-3834.3818978115
"741",5.5e-06,53,-3859.18191306205
"742",6e-06,53,-3887.7104591129
"743",6.5e-06,53,-3919.3703062193
"744",7e-06,53,-3953.69721830336
"745",7.5e-06,53,-3990.32317951219
"746",8e-06,53,-4028.95151314994
"747",8.5e-06,53,-4069.33922217567
"748",9e-06,53,-4111.28594313069
"749",1e-06,54,-4018.53173450607
"750",1.5e-06,54,-3904.03894132022
"751",2e-06,54,-3842.43310676646
"752",2.5e-06,54,-3809.80744402391
"753",3e-06,54,-3795.51323283936
"754",3.5e-06,54,-3793.87012162942
"755",4e-06,54,-3801.48744678792
"756",4.5e-06,54,-3816.17816083771
"757",5e-06,54,-3836.44896317728
"758",5.5e-06,54,-3861.23474332412
"759",6e-06,54,-3889.74906314151
"760",6.5e-06,54,-3921.3946928868
"761",7e-06,54,-3955.7073964839
"762",7.5e-06,54,-3992.31915808189
"763",8e-06,54,-4030.93298000992
"764",8.5e-06,54,-4071.3068218437
"765",9e-06,54,-4113.23936945494
"766",1e-06,55,-4020.84767338955
"767",1.5e-06,55,-3906.33090766897
"768",2e-06,55,-3844.70110871444
"769",2.5e-06,55,-3812.05148970701
"770",3e-06,55,-3797.7333303949
"771",3.5e-06,55,-3796.06627919655
"772",4e-06,55,-3803.65967250743
"773",4.5e-06,55,-3818.32646285226
"774",5e-06,55,-3838.57334963129
"775",5.5e-06,55,-3863.33522236345
"776",6e-06,55,-3891.82564291388
"777",6.5e-06,55,-3923.44738154208
"778",7e-06,55,-3957.73620217282
"779",7.5e-06,55,-3994.32408895754
"780",8e-06,55,-4032.91403828342
"781",8.5e-06,55,-4073.26402124336
"782",9e-06,55,-4115.17271813879
"783",1e-06,56,-4023.29367942507
"784",1.5e-06,56,-3908.74374655653
"785",2e-06,56,-3847.08078789223
"786",2.5e-06,56,-3814.3980166145
"787",3e-06,56,-3800.04671247369
"788",3.5e-06,56,-3798.34652388962
"789",4e-06,56,-3805.90678725948
"790",4.5e-06,56,-3820.54045510937
"791",5e-06,56,-3840.75422684152
"792",5.5e-06,56,-3865.48299197608
"793",6e-06,56,-3893.94031238054
"794",6.5e-06,56,-3925.52895831507
"795",7e-06,56,-3959.78469370704
"796",7.5e-06,56,-3996.33919065198
"797",8e-06,56,-4034.89637576621
"798",8.5e-06,56,-4075.21329548888
"799",9e-06,56,-4117.08893660791
"800",1e-06,57,-4025.86539106658
"801",1.5e-06,57,-3911.27354342044
"802",2e-06,57,-3849.56867674621
"803",2.5e-06,57,-3816.84400422757
"804",3e-06,57,-3802.45080561631
"805",3.5e-06,57,-3800.70872933386
"806",4e-06,57,-3808.22711177902
"807",4.5e-06,57,-3822.81890547952
"808",5e-06,57,-3842.99080983898
"809",5.5e-06,57,-3867.6777143791
"810",6e-06,57,-3896.09318096888
"811",6.5e-06,57,-3927.63997987035
"812",7e-06,57,-3961.85387501198
"813",7.5e-06,57,-3998.36653291932
"814",8e-06,57,-4036.88189098232
"815",8.5e-06,57,-4077.15699044152
"816",9e-06,57,-4118.9908180864
"817",1e-06,58,-4028.55867430769
"818",1.5e-06,58,-3913.91658789484
"819",2e-06,58,-3852.16148857464
"820",2.5e-06,58,-3819.38658953267
"821",3e-06,58,-3804.94317052218
"822",3.5e-06,58,-3803.15087996595
"823",4e-06,58,-3810.6190542643
"824",4.5e-06,58,-3825.16064594634
"825",5e-06,58,-3845.28235441721
"826",5.5e-06,58,-3869.91906920033
"827",6e-06,58,-3898.28435216571
"828",6.5e-06,58,-3929.78097357723
"829",7e-06,58,-3963.94469736466
"830",7.5e-06,58,-4000.40718448321
"831",8e-06,58,-4038.87238309655
"832",8.5e-06,58,-4079.09732924624
"833",9e-06,58,-4120.88100972315
"834",1e-06,59,-4031.36960686696
"835",1.5e-06,59,-3916.66935946219
"836",2e-06,59,-3854.85610464833
"837",2.5e-06,59,-3822.02305561214
"838",3e-06,59,-3807.52149210821
"839",3.5e-06,59,-3805.67106256081
"840",4e-06,59,-3813.0811033717
"841",4.5e-06,59,-3827.56456707136
"842",5e-06,59,-3847.62815306626
"843",5.5e-06,59,-3872.20675088129
"844",6e-06,59,-3900.5139223878
"845",6.5e-06,59,-3931.95243785085
"846",7e-06,59,-3966.05775435031
"847",7.5e-06,59,-4002.46244782589
"848",8e-06,59,-4040.86955665975
"849",8.5e-06,59,-4081.03641854605
"850",9e-06,59,-4122.76202027737
"851",1e-06,60,-4034.2944637249
"852",1.5e-06,60,-3919.52851434991
"853",2e-06,60,-3857.64956246345
"854",2.5e-06,60,-3824.75082125363
"855",3e-06,60,-3810.18357047642
"856",3.5e-06,60,-3808.26745855732
"857",4e-06,60,-3815.61182189943
"858",4.5e-06,60,-3830.02961303461
"859",5e-06,60,-3850.0275313705
"860",5.5e-06,60,-3874.54046643321
"861",6e-06,60,-3902.78198009582
"862",6.5e-06,60,-3934.15484262444
"863",7e-06,60,-3968.1945058998
"864",7.5e-06,60,-4004.53355589223
"865",8e-06,60,-4042.87502615632
"866",8.5e-06,60,-4082.97625438789
"867",9e-06,60,-4124.63577166337
"868",1e-06,61,-4037.32970388014
"869",1.5e-06,61,-3922.49087354156
"870",2e-06,61,-3860.53904501066
"871",2.5e-06,61,-3827.56743147636
"872",3e-06,61,-3812.9273126962
"873",3.5e-06,61,-3810.93833709672
"874",4e-06,61,-3818.20984108228
"875",4.5e-06,61,-3832.55477718595
"876",5e-06,61,-3852.47984481685
"877",5.5e-06,61,-3876.91993350223
"878",6e-06,61,-3905.0886051162
"879",6.5e-06,61,-3936.3886299262
"880",7e-06,61,-3970.35545461387
"881",7.5e-06,61,-4006.6216751801
"882",8e-06,61,-4044.89032035188
"883",8.5e-06,61,-4084.91872782609
"884",9e-06,61,-4126.50542108607
"885",1e-06,62,-4040.47195820177
"886",1.5e-06,62,-3925.55341179393
"887",2e-06,62,-3863.52187095493
"888",2.5e-06,62,-3830.47054887487
"889",3e-06,62,-3815.75072531231
"890",3.5e-06,62,-3813.68204869491
"891",4e-06,62,-3820.87385542827
"892",4.5e-06,62,-3835.13909804688
"893",5e-06,62,-3854.98447596069
"894",5.5e-06,62,-3879.34487869819
"895",6e-06,62,-3907.43386813469
"896",6.5e-06,62,-3938.65391512069
"897",7e-06,62,-3972.54135939308
"898",7.5e-06,62,-4008.72790872865
"899",8e-06,62,-4046.91688644491
"900",8.5e-06,62,-4086.86563023975
"901",9e-06,62,-4128.37265600329
"902",1e-06,63,-4043.71801827108
"903",1.5e-06,63,-3928.71324755831
"904",2e-06,63,-3866.59548563739
"905",2.5e-06,63,-3833.4579457002
"906",3e-06,63,-3818.65190750598
"907",3.5e-06,63,-3816.49701948375
"908",4e-06,63,-3823.60261804006
"909",4.5e-06,63,-3837.78165571036
"910",5e-06,63,-3857.54083190589
"911",5.5e-06,63,-3881.81503615628
"912",6e-06,63,-3909.81783033757
"913",6.5e-06,63,-3940.95168047292
"914",7e-06,63,-3974.75293558657
"915",7.5e-06,63,-4010.85329899888
"916",8e-06,63,-4048.95609402825
"917",8.5e-06,63,-4088.81820646705
"918",9e-06,63,-4130.23950033272
"919",1e-06,64,-4047.064826118
"920",1.5e-06,64,-3931.96763371866
"921",2e-06,64,-3869.75745281646
"922",2.5e-06,64,-3836.52749660403
"923",3e-06,64,-3821.62904484192
"924",3.5e-06,64,-3819.38174595998
"925",4e-06,64,-3826.394936366
"926",4.5e-06,64,-3840.481568596
"927",5e-06,64,-3860.14834206281
"928",5.5e-06,64,-3884.33014629678
"929",6e-06,64,-3912.24054317507
"930",6.5e-06,64,-3943.28199389284
"931",7e-06,64,-3976.99085676184
"932",7.5e-06,64,-4012.99883064571
"933",8e-06,64,-4051.00923886435
"934",8.5e-06,64,-4090.77896003823
"935",9e-06,64,-4132.10787210928
"936",1e-06,65,-4050.50946476677
"937",1.5e-06,65,-3935.31394907073
"938",2e-06,65,-3873.00544707756
"939",2.5e-06,65,-3839.67717198066
"940",3e-06,65,-3824.68040354175
"941",3.5e-06,65,-3822.33479019147
"942",4e-06,65,-3829.24966833861
"943",4.5e-06,65,-3843.23799052028
"944",5e-06,65,-3862.80645615001
"945",5.5e-06,65,-3886.8899547593
"946",6e-06,65,-3914.70175847012
"947",6.5e-06,65,-3945.64519291808
"948",7e-06,65,-3979.25575643371
"949",7.5e-06,65,-4015.16543318057
"950",8e-06,65,-4053.07754647926
"951",8.5e-06,65,-4092.74896777905
"952",9e-06,65,-4133.97958894517
"953",1e-06,66,-4054.04914951705
"954",1.5e-06,66,-3938.74969046908
"955",2e-06,66,-3876.33724684806
"956",2.5e-06,66,-3842.90503184856
"957",3e-06,66,-3827.80432523277
"958",3.5e-06,66,-3825.35477543278
"959",4e-06,66,-3832.16571885776
"960",4.5e-06,66,-3846.05010804613
"961",5e-06,66,-3865.51464241194
"962",5.5e-06,66,-3889.49421148771
"963",6e-06,66,-3917.20208293905
"964",6.5e-06,66,-3948.04159094561
"965",7e-06,66,-3981.54822975301
"966",7.5e-06,66,-4017.35398352574
"967",8e-06,66,-4055.16173001918
"968",8.5e-06,66,-4094.729670209
"969",9e-06,66,-4135.85616364934
"970",1e-06,67,-4057.68121989081
"971",1.5e-06,67,-3942.27246558159
"972",2e-06,67,-3879.75072795942
"973",2.5e-06,67,-3846.20922021987
"974",3e-06,67,-3830.99922212591
"975",3.5e-06,67,-3828.44038211011
"976",4e-06,67,-3835.14203658296
"977",4.5e-06,67,-3848.91713808343
"978",5e-06,67,-3868.27238602657
"979",5.5e-06,67,-3892.14266994558
"980",6e-06,67,-3919.74125304939
"981",6.5e-06,67,-3950.47147806218
"982",7e-06,67,-3983.8688351441
"983",7.5e-06,67,-4019.56530846062
"984",8e-06,67,-4057.26376901768
"985",8.5e-06,67,-4096.7224308703
"986",9e-06,67,-4137.7396440706
"987",1e-06,68,-4061.40313218646
"988",1.5e-06,68,-3945.87998619671
"989",2e-06,68,-3883.24385770693
"990",2.5e-06,68,-3849.58795991343
"991",3e-06,68,-3834.26357257989
"992",3.5e-06,68,-3831.59034413987
"993",4e-06,68,-3838.17761100456
"994",4.5e-06,68,-3851.83832571352
"995",5e-06,68,-3871.07918768258
"996",5.5e-06,68,-3894.83508644584
"997",6e-06,68,-3922.31928075546
"998",6.5e-06,68,-3952.93512187988
"999",7e-06,68,-3986.21809589406
"1000",7.5e-06,68,-4021.80018696408
"1001",8e-06,68,-4059.38425934653
"1002",8.5e-06,68,-4098.72854017559
"1003",9e-06,68,-4139.63137000135
"1004",1e-06,69,-4065.21245258618
"1005",1.5e-06,69,-3949.57006203272
"1006",2e-06,69,-3886.81468936105
"1007",2.5e-06,69,-3853.03954776843
"1008",3e-06,69,-3837.59591701907
"1009",3.5e-06,69,-3834.80344554712
"1010",4e-06,69,-3841.27146976458
"1011",4.5e-06,69,-3854.81294221181
"1012",5e-06,69,-3873.93456230512
"1013",5.5e-06,69,-3897.57093762779
"1014",6e-06,69,-3924.93616833048
"1015",6.5e-06,69,-3955.43276837034
"1016",7e-06,69,-3988.59650168881
"1017",7.5e-06,69,-4024.05891575928
"1018",8e-06,69,-4061.52417816945
"1019",8.5e-06,69,-4100.74901216842
"1020",9e-06,69,-4141.53262618876
"1021",1e-06,70,-4069.10685076616
"1022",1.5e-06,70,-3953.34059500414
"1023",2e-06,70,-3890.46135709053
"1024",2.5e-06,70,-3856.56235022303
"1025",3e-06,70,-3840.99485416647
"1026",3.5e-06,70,-3838.07851735598
"1027",4e-06,70,-3844.42267620371
"1028",4.5e-06,70,-3857.84028325109
"1029",5e-06,70,-3876.83803791495
"1030",5.5e-06,70,-3900.35054369329
"1031",6e-06,70,-3927.59190853758
"1032",6.5e-06,70,-3957.96464269167
"1033",7e-06,70,-3991.00451009704
"1034",7.5e-06,70,-4026.34305189986
"1035",8e-06,70,-4063.68444792289
"1036",8.5e-06,70,-4102.78541251135
"1037",9e-06,70,-4143.44515731031
"1038",1e-06,71,-4073.08409396865
"1039",1.5e-06,71,-3957.18957390674
"1040",2e-06,71,-3894.18207125947
"1041",2.5e-06,71,-3860.15479922508
"1042",3e-06,71,-3844.45903756906
"1043",3.5e-06,71,-3841.41443472695
"1044",4e-06,71,-3847.63032711185
"1045",4.5e-06,71,-3860.91966726541
"1046",5e-06,71,-3879.78915460504
"1047",5.5e-06,71,-3903.17338854359
"1048",6e-06,71,-3930.28648483364
"1049",6.5e-06,71,-3960.53095000478
"1050",7e-06,71,-3993.44254799944
"1051",7.5e-06,71,-4028.65281363587
"1052",8e-06,71,-4065.86593897215
"1053",8.5e-06,71,-4104.83862944946
"1054",9e-06,71,-4145.36998719588
"1055",1e-06,72,-4077.14204149467
"1056",1.5e-06,72,-3961.11506948365
"1057",2e-06,72,-3897.97511406789
"1058",2.5e-06,72,-3863.81538844583
"1059",3e-06,72,-3847.98717238378
"1060",3.5e-06,72,-3844.81011431786
"1061",4e-06,72,-3850.89355066136
"1062",4.5e-06,72,-3864.05043395669
"1063",5e-06,72,-3882.78746362211
"1064",5.5e-06,72,-3906.03923498432
"1065",6e-06,72,-3933.01987159726
"1066",6.5e-06,72,-3963.1318762766
"1067",7e-06,72,-3995.91101296532
"1068",7.5e-06,72,-4030.98881015396
"1069",8e-06,72,-4068.06926896309
"1070",8.5e-06,72,-4106.90951810376
"1071",9e-06,72,-4147.30858384131
"1072",1e-06,73,-4081.27863958207
"1073",1.5e-06,73,-3965.11522984062
"1074",2e-06,73,-3901.83883550348
"1075",2.5e-06,73,-3867.54266976916
"1076",3e-06,73,-3851.57801240466
"1077",3.5e-06,73,-3848.26451184664
"1078",4e-06,73,-3854.21150450856
"1079",4.5e-06,73,-3867.2319429338
"1080",5e-06,73,-3885.83225536457
"1081",5.5e-06,73,-3908.94784657042
"1082",6e-06,73,-3935.79203437817
"1083",6.5e-06,73,-3965.76758906531
"1084",7e-06,73,-3998.40984337879
"1085",7.5e-06,73,-4033.35161307157
"1086",8e-06,73,-4070.29561508716
"1087",8.5e-06,73,-4108.99940643122
"1088",9e-06,73,-4149.26197250753
"1089",1e-06,74,-4085.49191663844
"1090",1.5e-06,74,-3969.1882761821
"1091",2e-06,74,-3905.77164958056
"1092",2.5e-06,74,-3871.33525003328
"1093",3e-06,74,-3855.23035730744
"1094",3.5e-06,74,-3851.77661983971
"1095",4e-06,74,-3857.58337404482
"1096",4.5e-06,74,-3870.46357246569
"1097",5e-06,74,-3888.92363963129
"1098",5.5e-06,74,-3911.89898736843
"1099",6e-06,74,-3938.60293016174
"1100",6.5e-06,74,-3968.43823828883
"1101",7e-06,74,-4000.94023859123
"1102",7.5e-06,74,-4035.74175821241
"1103",8e-06,74,-4072.54550579062
"1104",8.5e-06,74,-4111.10904133575
"1105",9e-06,74,-4151.23135023227
"1106",1e-06,75,-4089.77997879854
"1107",1.5e-06,75,-3973.33249883975
"1108",2e-06,75,-3909.77203084151
"1109",2.5e-06,75,-3875.19178800366
"1110",3e-06,75,-3858.94305009376
"1111",3.5e-06,75,-3855.34546554906
"1112",4e-06,75,-3861.00837078438
"1113",4.5e-06,75,-3873.74471834304
"1114",5e-06,75,-3892.06092904008
"1115",5.5e-06,75,-3914.8924217599
"1116",6e-06,75,-3941.45250764478
"1117",6.5e-06,75,-3971.14395697261
"1118",7e-06,75,-4003.50209067885
"1119",7.5e-06,75,-4038.1597472981
"1120",8e-06,75,-4074.81962716288
"1121",8.5e-06,75,-4113.23918082826
"1122",9e-06,75,-4153.21773103667
"1123",1e-06,76,-4094.14100577971
"1124",1.5e-06,76,-3977.54625357139
"1125",2e-06,76,-3913.83851109727
"1126",2.5e-06,76,-3879.11099155734
"1127",3e-06,76,-3862.71497471937
"1128",3.5e-06,76,-3858.97010902109
"1129",4e-06,76,-3864.48573087761
"1130",4.5e-06,76,-3877.07479283263
"1131",5e-06,76,-3895.24371198672
"1132",5.5e-06,76,-3917.92791428258
"1133",6e-06,76,-3944.34070751957
"1134",6.5e-06,76,-3973.88444513486
"1135",7e-06,76,-4006.09569268108
"1136",7.5e-06,76,-4040.60584851243
"1137",8e-06,76,-4077.11844846511
"1138",8.5e-06,76,-4115.39082926765
"1139",9e-06,76,-4155.22211280701
"1140",1e-06,77,-4098.57324701307
"1141",1.5e-06,77,-3981.82795810781
"1142",2e-06,77,-3917.96967639029
"1143",2.5e-06,77,-3883.09161506049
"1144",3e-06,77,-3866.5450538869
"1145",3.5e-06,77,-3862.64964130709
"1146",4e-06,77,-3868.01471373658
"1147",4.5e-06,77,-3880.45322371938
"1148",5e-06,77,-3898.47158464179
"1149",5.5e-06,77,-3921.00522950449
"1150",6e-06,77,-3947.26746276372
"1151",6.5e-06,77,-3976.66063237303
"1152",7e-06,77,-4008.72131443172
"1153",7.5e-06,77,-4043.08089958674
"1154",8e-06,77,-4079.44292647038
"1155",8.5e-06,77,-4117.56473179854
"1156",9e-06,77,-4157.24543923619
"1157",1e-06,78,-4103.07501802712
"1158",1.5e-06,78,-3986.17608892711
"1159",2e-06,78,-3922.16416415959
"1160",2.5e-06,78,-3887.13245692568
"1161",3e-06,78,-3870.43224699331
"1162",3.5e-06,78,-3866.38318280075
"1163",4e-06,78,-3871.59460076346
"1164",4.5e-06,78,-3883.87919265407
"1165",5e-06,78,-3901.74415046006
"1166",5.5e-06,78,-3924.12413192413
"1167",6e-06,78,-3950.23269893176
"1168",6.5e-06,78,-3979.4721939525
"1169",7e-06,78,-4011.37920363247
"1170",7.5e-06,78,-4045.58511091115
"1171",8e-06,78,-4081.79345721687
"1172",8.5e-06,78,-4119.76157925289
"1173",9e-06,78,-4159.28860246236
"1174",1e-06,79,-4107.64469706601
"1175",1.5e-06,79,-3990.58917823956
"1176",2e-06,79,-3926.4206605943
"1177",2.5e-06,79,-3891.23235733095
"1178",3e-06,79,-3874.37554821794
"1179",3.5e-06,79,-3870.1698816935
"1180",4e-06,79,-3875.22469417368
"1181",4.5e-06,79,-3887.35267408783
"1182",5e-06,79,-3905.06101973845
"1183",5.5e-06,79,-3927.28438589688
"1184",6e-06,79,-3953.23633444866
"1185",6.5e-06,79,-3982.31920237932
"1186",7e-06,79,-4014.06958688167
"1187",7.5e-06,79,-4048.11886318777
"1188",8e-06,79,-4084.17046403903
"1189",8.5e-06,79,-4121.98206057509
"1190",9e-06,79,-4161.3524455679
"1191",1e-06,80,-4112.2807219221
"1192",1.5e-06,80,-3995.06581116784
"1193",2e-06,80,-3930.73789815717
"1194",2.5e-06,80,-3895.39019609123
"1195",3e-06,80,-3878.3739847386
"1196",3.5e-06,80,-3874.00891253755
"1197",4e-06,80,-3878.90431590426
"1198",4.5e-06,80,-3890.87287992529
"1199",5e-06,80,-3908.42180921746
"1200",5.5e-06,80,-3930.48575558126
"1201",6e-06,80,-3956.27828090198
"1202",6.5e-06,80,-3985.20171668127
"1203",7e-06,80,-4016.79247314483
"1204",7.5e-06,80,-4050.68233650806
"1205",8e-06,80,-4086.57466990665
"1206",8.5e-06,80,-4124.22682466438
"1207",9e-06,80,-4163.43776494778
