mu,Ne,LL
5.25e-6,66.45,-3421.0900107402726
5.5e-6,66.45,-3433.5645347919517
5.75e-6,66.45,-3446.9680292761464
6e-6,66.45,-3461.221978499833
6.2499999999999995e-6,66.45,-3476.2567277825474
6.5e-6,66.45,-3492.0110611504356
6.75e-6,66.45,-3508.430696238028
7e-6,66.45,-3525.467275162135
7.25e-6,66.45,-3543.077532555189
7.499999999999999e-6,66.45,-3561.222604699713
7.75e-6,66.45,-3579.867451984177
8e-6,66.45,-3598.979924495615
8.249999999999999e-6,66.45,-3618.5321313135873
8.5e-6,66.45,-3638.4974413838327
8.75e-6,66.45,-3658.8519368440852
9e-6,66.45,-3679.5735106603697
1e-6,66.5,-3598.754825023728
1.2499999999999999e-6,66.5,-3531.9123089512964
1.5e-6,66.5,-3483.399476651125
1.75e-6,66.5,-3447.535976368208
2e-6,66.5,-3420.9311443255715
2.25e-6,66.5,-3401.3979328744076
2.4999999999999998e-6,66.5,-3387.443041242152
2.75e-6,66.5,-3378.001358774247
3e-6,66.5,-3372.2864471631165
3.25e-6,66.5,-3369.7010764949137
3.5e-6,66.5,-3369.7810105213043
3.7499999999999997e-6,66.5,-3372.158233220396
4e-6,66.5,-3376.536067726203
4.25e-6,66.5,-3382.6718515540274
4.5e-6,66.5,-3390.364571316661
4.749999999999999e-6,66.5,-3399.4458451232595
4.9999999999999996e-6,66.5,-3409.773220707193
5.25e-6,66.5,-3421.2251103926205
5.5e-6,66.5,-3433.6969054305832
5.75e-6,66.5,-3447.0976707035597
6e-6,66.5,-3461.3488909364364
6.2499999999999995e-6,66.5,-3476.380911244205
6.5e-6,66.5,-3492.132515653099
6.75e-6,66.5,-3508.549421797646
7e-6,66.5,-3525.5832717948733
7.25e-6,66.5,-3543.1908002769983
7.499999999999999e-6,66.5,-3561.3331435264486
7.75e-6,66.5,-3579.9752619319133
8e-6,66.5,-3599.0850052430355
8.249999999999999e-6,66.5,-3618.634483203466
8.5e-6,66.5,-3638.5970644322315
8.75e-6,66.5,-3658.9488310670326
9e-6,66.5,-3679.667675915179
1e-6,66.55000000000001,-3598.9365480709816
1.2499999999999999e-6,66.55000000000001,-3532.0912961876484
1.5e-6,66.55000000000001,-3483.575728092186
1.75e-6,66.55000000000001,-3447.709492029686
2e-6,66.55000000000001,-3421.101924222748
2.25e-6,66.55000000000001,-3401.5659770229777
2.4999999999999998e-6,66.55000000000001,-3387.608349657759
2.75e-6,66.55000000000001,-3378.163931472646
3e-6,66.55000000000001,-3372.4462841599925
3.25e-6,66.55000000000001,-3369.858177805399
3.5e-6,66.55000000000001,-3369.935376161582
3.7499999999999997e-6,66.55000000000001,-3372.3098632058336
4e-6,66.55000000000001,-3376.6849620727457
4.25e-6,66.55000000000001,-3382.8180102769065
4.5e-6,66.55000000000001,-3390.5079944318127
4.749999999999999e-6,66.55000000000001,-3399.586532646246
4.9999999999999996e-6,66.55000000000001,-3409.911172653702
5.25e-6,66.55000000000001,-3421.3603267784124
5.5e-6,66.55000000000001,-3433.829386271076
5.75e-6,66.55000000000001,-3447.227415801164
6e-6,66.55000000000001,-3461.475900510896
6.2499999999999995e-6,66.55000000000001,-3476.50518531143
6.5e-6,66.55000000000001,-3492.2540542286974
6.75e-6,66.55000000000001,-3508.6682248972893
7e-6,66.55000000000001,-3525.699339434151
7.25e-6,66.55000000000001,-3543.3041324719097
7.499999999999999e-6,66.55000000000001,-3561.4437402925164
7.75e-6,66.55000000000001,-3580.083123285028
8e-6,66.55000000000001,-3599.190130861192
8.249999999999999e-6,66.55000000000001,-3618.736873429461
8.5e-6,66.55000000000001,-3638.6967192817997
8.75e-6,66.55000000000001,-3659.0457505560144
9e-6,66.55000000000001,-3679.761859900397
1e-6,66.6,-3599.1184985270424
1.2499999999999999e-6,66.6,-3532.2705043220076
1.5e-6,66.6,-3483.7521939200287
1.75e-6,66.6,-3447.88321556642
2e-6,66.6,-3421.2729054838337
2.25e-6,66.6,-3401.734216023627
2.4999999999999998e-6,66.6,-3387.7738464133254
2.75e-6,66.6,-3378.326685998379
3e-6,66.6,-3372.606296471294
3.25e-6,66.6,-3370.015447917738
3.5e-6,66.6,-3370.0899040901513
3.7499999999999997e-6,66.6,-3372.4616489660466
4e-6,66.6,-3376.834005679786
4.25e-6,66.6,-3382.964311746528
4.5e-6,66.6,-3390.651553779043
4.749999999999999e-6,66.6,-3399.727349886575
4.9999999999999996e-6,66.6,-3410.0492478025403
5.25e-6,66.6,-3421.495659851238
5.5e-6,66.6,-3433.961977283229
5.75e-6,66.6,-3447.357264554455
6e-6,66.6,-3461.603007224861
6.2499999999999995e-6,66.6,-3476.6295500015403
6.5e-6,66.6,-3492.375676910559
6.75e-6,66.6,-3508.787105586258
7e-6,66.6,-3525.815478145507
7.25e-6,66.6,-3543.4175292210903
7.499999999999999e-6,66.6,-3561.554395095059
7.75e-6,66.6,-3580.191036156315
8e-6,66.6,-3599.295301479359
8.249999999999999e-6,66.6,-3618.8393021365614
8.5e-6,66.6,-3638.7964060934496
8.75e-6,66.6,-3659.142695487747
9e-6,66.6,-3679.8560628089413
1e-6,66.65,-3599.3006760748854
1.2499999999999999e-6,66.65,-3532.4499330533185
1.5e-6,66.65,-3483.9288738497858
1.75e-6,66.65,-3448.0571467097143
2e-6,66.65,-3421.444087855562
2.25e-6,66.65,-3401.9026496390147
2.4999999999999998e-6,66.65,-3387.939531287284
2.75e-6,66.65,-3378.4896221460767
3e-6,66.65,-3372.7664839077556
3.25e-6,66.65,-3370.1728866580243
3.5e-6,66.65,-3370.2445941492247
3.7499999999999997e-6,66.65,-3372.613590359105
4e-6,66.65,-3376.983198421931
4.25e-6,66.65,-3383.110755852614
4.5e-6,66.65,-3390.795249264424
4.749999999999999e-6,66.65,-3399.868296766246
4.9999999999999996e-6,66.65,-3410.1874460915838
5.25e-6,66.65,-3421.631109564697
5.5e-6,66.65,-3434.0946784363837
5.75e-6,66.65,-3447.4872169486575
6e-6,66.65,-3461.7302110796672
6.2499999999999995e-6,66.65,-3476.7540053320677
6.5e-6,66.65,-3492.4973837317357
6.75e-6,66.65,-3508.906063913397
7e-6,66.65,-3525.93168799385
7.25e-6,66.65,-3543.5309906056727
7.499999999999999e-6,66.65,-3561.6651080308543
7.75e-6,66.65,-3580.299000658793
8e-6,66.65,-3599.4005172258276
8.249999999999999e-6,66.65,-3618.941769469503
8.5e-6,66.65,-3638.8961250280563
8.75e-6,66.65,-3659.2394603243065
9e-6,66.65,-3679.9502848331413
1e-6,66.7,-3599.483080398564
1.2499999999999999e-6,66.7,-3532.6295820813143
1.5e-6,66.7,-3484.105767597039
1.75e-6,66.7,-3448.2312851909937
2e-6,66.7,-3421.615471085554
2.25e-6,66.7,-3402.0712776323057
2.4999999999999998e-6,66.7,-3388.105404058919
2.75e-6,66.7,-3378.652739710683
3e-6,66.7,-3372.926846279967
3.25e-6,66.7,-3370.3304938529213
3.5e-6,66.7,-3370.3994461814104
3.7499999999999997e-6,66.7,-3372.7656872434864
4e-6,66.7,-3377.1325401731847
4.25e-6,66.7,-3383.257342485568
4.5e-6,66.7,-3390.9390807939153
4.749999999999999e-6,66.7,-3400.0093732071673
4.9999999999999996e-6,66.7,-3410.3257674585375
5.25e-6,66.7,-3421.7666758726273
5.5e-6,66.7,-3434.227489700099
5.75e-6,66.7,-3447.6172729693617
6e-6,66.7,-3461.85751207678
6.2499999999999995e-6,66.7,-3476.878551320055
6.5e-6,66.7,-3492.6191747256094
6.75e-6,66.7,-3509.0250999279347
7e-6,66.7,-3526.0479690440134
7.25e-6,66.7,-3543.644516706188
7.499999999999999e-6,66.7,-3561.7758791968536
7.75e-6,66.7,-3580.407016904792
8e-6,66.7,-3599.5057782295657
8.249999999999999e-6,66.7,-3619.0442755725817
8.5e-6,66.7,-3638.9958762451765
8.75e-6,66.7,-3659.3364565163947
9e-6,66.7,-3680.0445261649343
1e-6,66.75,-3599.665711182565
1.2499999999999999e-6,66.75,-3532.8094511067347
1.5e-6,66.75,-3484.282874878118
1.75e-6,66.75,-3448.4056307421324
2e-6,66.75,-3421.787054921504
2.25e-6,66.75,-3402.240099767414
2.4999999999999998e-6,66.75,-3388.2714645076326
2.75e-6,66.75,-3378.8160384875046
3e-6,66.75,-3373.087383399491
3.25e-6,66.75,-3370.4882693294385
3.5e-6,66.75,-3370.5544600296075
3.7499999999999997e-6,66.75,-3372.9179394778225
4e-6,66.75,-3377.282030808209
4.25e-6,66.75,-3383.404071535738
4.5e-6,66.75,-3391.0830482738465
4.749999999999999e-6,66.75,-3400.150579131191
4.9999999999999996e-6,66.75,-3410.464211841333
5.25e-6,66.75,-3421.902358728737
5.5e-6,66.75,-3434.3604110440606
5.75e-6,66.75,-3447.7474326022248
6e-6,66.75,-3461.9849102170374
6.2499999999999995e-6,66.75,-3477.0031879826256
6.5e-6,66.75,-3492.741049924959
6.75e-6,66.75,-3509.144213678657
7e-6,66.75,-3526.164321360504
7.25e-6,66.75,-3543.7581076032784
7.499999999999999e-6,66.75,-3561.886708689058
7.75e-6,66.75,-3580.5150850066366
8e-6,66.75,-3599.6110846179736
8.249999999999999e-6,66.75,-3619.1468205894153
8.5e-6,66.75,-3639.095659904963
8.75e-6,66.75,-3659.43347867938
9e-6,66.75,-3680.138786995572
1e-6,66.80000000000001,-3599.84856811222
1.2499999999999999e-6,66.80000000000001,-3532.989539830322
1.5e-6,66.80000000000001,-3484.4601954098243
1.75e-6,66.80000000000001,-3448.5801830961154
2e-6,66.80000000000001,-3421.958839111809
2.25e-6,66.80000000000001,-3402.4091158086158
2.4999999999999998e-6,66.80000000000001,-3388.4377124135463
2.75e-6,66.80000000000001,-3378.979518272613
3e-6,66.80000000000001,-3373.248095077797
3.25e-6,66.80000000000001,-3370.646212915274
3.5e-6,66.80000000000001,-3370.7096355371846
3.7499999999999997e-6,66.80000000000001,-3373.070346921253
4e-6,66.80000000000001,-3377.4316702018577
4.25e-6,66.80000000000001,-3383.5509428937526
4.5e-6,66.80000000000001,-3391.22715161051
4.749999999999999e-6,66.80000000000001,-3400.291914460734
4.9999999999999996e-6,66.80000000000001,-3410.602779178131
5.25e-6,66.80000000000001,-3422.0381580868193
5.5e-6,66.80000000000001,-3434.493442437759
5.75e-6,66.80000000000001,-3447.8776958322583
6e-6,66.80000000000001,-3462.1124055020696
6.2499999999999995e-6,66.80000000000001,-3477.1279153367614
6.5e-6,66.80000000000001,-3492.863009362638
6.75e-6,66.80000000000001,-3509.263405214151
7e-6,66.80000000000001,-3526.280745008033
7.25e-6,66.80000000000001,-3543.871763377135
7.499999999999999e-6,66.80000000000001,-3561.9975966034394
7.75e-6,66.80000000000001,-3580.623205076093
8e-6,66.80000000000001,-3599.716436519277
8.249999999999999e-6,66.80000000000001,-3619.2494046636266
8.5e-6,66.80000000000001,-3639.195476166478
8.75e-6,66.80000000000001,-3659.530526988375
9e-6,66.80000000000001,-3680.2330675160865
1e-6,66.85,-3600.0316508736773
1.2499999999999999e-6,66.85,-3533.16984795399
1.5e-6,66.85,-3484.6377289097177
1.75e-6,66.85,-3448.7549419860748
2e-6,66.85,-3422.1308234059575
2.25e-6,66.85,-3402.5783255203914
2.4999999999999998e-6,66.85,-3388.604147557295
2.75e-6,66.85,-3379.143178862025
3e-6,66.85,-3373.4089811269632
3.25e-6,66.85,-3370.8043244380638
3.5e-6,66.85,-3370.8649725474183
3.7499999999999997e-6,66.85,-3373.2229094330983
4e-6,66.85,-3377.5814582291
4.25e-6,66.85,-3383.6979564505045
4.5e-6,66.85,-3391.3713907104434
4.749999999999999e-6,66.85,-3400.4333791181757
4.9999999999999996e-6,66.85,-3410.741469406665
5.25e-6,66.85,-3422.1740739007273
5.5e-6,66.85,-3434.6265838509416
5.75e-6,66.85,-3448.008062645048
6e-6,66.85,-3462.2399979328643
6.2499999999999995e-6,66.85,-3477.252733399437
6.5e-6,66.85,-3492.9850530713097
6.75e-6,66.85,-3509.3826745826245
7e-6,66.85,-3526.397240050542
7.25e-6,66.85,-3543.9854841075507
7.499999999999999e-6,66.85,-3562.108543035988
7.75e-6,66.85,-3580.730940042772
8e-6,66.85,-3599.821834060216
8.249999999999999e-6,66.85,-3619.3520279381146
8.5e-6,66.85,-3639.2953251886174
8.75e-6,66.85,-3659.627601617699
9e-6,66.85,-3680.3273679166196
1e-6,66.9,-3600.2149591534007
1.2499999999999999e-6,66.9,-3533.3503751801586
1.5e-6,66.9,-3484.815475095844
1.75e-6,66.9,-3448.9299071457885
2e-6,66.9,-3422.3030075528754
2.25e-6,66.9,-3402.747728668275
2.4999999999999998e-6,66.9,-3388.770769719706
2.75e-6,66.9,-3379.3070200525967
3e-6,66.9,-3373.5700413592695
3.25e-6,66.9,-3370.962603726017
3.5e-6,66.9,-3371.0204709045533
3.7499999999999997e-6,66.9,-3373.3756268727784
4e-6,66.9,-3377.7313947652337
4.25e-6,66.9,-3383.845112096858
4.5e-6,66.9,-3391.5157654807012
4.749999999999999e-6,66.9,-3400.5749730257703
4.9999999999999996e-6,66.9,-3410.8802824655204
5.25e-6,66.9,-3422.31010612441
5.5e-6,66.9,-3434.759835253219
5.75e-6,66.9,-3448.138533026138
6e-6,66.9,-3462.3676875105352
6.2499999999999995e-6,66.9,-3477.377642187578
6.5e-6,66.9,-3493.1071810834173
6.75e-6,66.9,-3509.502021832526
7e-6,66.9,-3526.5138065521064
7.25e-6,66.9,-3544.09926987447
7.499999999999999e-6,66.9,-3562.219548081916
7.75e-6,66.9,-3580.8391640545965
8e-6,66.9,-3599.9272773678986
8.249999999999999e-6,66.9,-3619.454690555513
8.5e-6,66.9,-3639.3952071296876
8.75e-6,66.9,-3659.724702741576
9e-6,66.9,-3680.421688387202
1e-6,66.95,-3600.398492638971
1.2499999999999999e-6,66.95,-3533.531121211777
1.5e-6,66.95,-3484.993433686973
1.75e-6,66.95,-3449.105078309799
2e-6,66.95,-3422.4753913030213
2.25e-6,66.95,-3402.917325018042
2.4999999999999998e-6,66.95,-3388.9375786823625
2.75e-6,66.95,-3379.471041641486
3e-6,66.95,-3373.7312755878397
3.25e-6,66.95,-3371.1210506073553
3.5e-6,66.95,-3371.1761304522825
3.7499999999999997e-6,66.95,-3373.52849910056
4e-6,66.95,-3377.8814796859574
4.25e-6,66.95,-3383.9924097241087
4.5e-6,66.95,-3391.6602758278905
4.749999999999999e-6,66.95,-3400.7166961064554
4.9999999999999996e-6,66.95,-3411.0192182928054
5.25e-6,66.95,-3422.4462547118783
5.5e-6,66.95,-3434.8931966142673
5.75e-6,66.95,-3448.269106960449
6e-6,66.95,-3462.495474236065
6.2499999999999995e-6,66.95,-3477.502641717696
6.5e-6,66.95,-3493.22939343156
6.75e-6,66.95,-3509.6214470121768
7e-6,66.95,-3526.6304445765304
7.25e-6,66.95,-3544.213120757185
7.499999999999999e-6,66.95,-3562.330611836402
7.75e-6,66.95,-3580.9474403675335
8e-6,66.95,-3600.032766569006
8.249999999999999e-6,66.95,-3619.5573926581956
8.5e-6,66.95,-3639.49512214735
8.75e-6,66.95,-3659.8218305336127
9e-6,66.95,-3680.5160291170314
1e-6,67,-3600.5822510183143
1.2499999999999999e-6,67,-3533.7120857526074
1.5e-6,67,-3485.1716044026193
1.75e-6,67,-3449.280455213088
2e-6,67,-3422.6479744070152
2.25e-6,67,-3403.087114335893
2.4999999999999998e-6,67,-3389.1045742270553
2.75e-6,67,-3379.6352434261685
3e-6,67,-3373.892683625711
3.25e-6,67,-3371.2796649113748
3.5e-6,67,-3371.331951035543
3.7499999999999997e-6,67,-3373.681525975962
4e-6,67,-3378.0317128670417
4.25e-6,67,-3384.1398492237463
4.5e-6,67,-3391.8049216591608
4.749999999999999e-6,67,-3400.858548282541
4.9999999999999996e-6,67,-3411.1582768269495
5.25e-6,67,-3422.582519617014
5.5e-6,67,-3435.0266679036063
5.75e-6,67,-3448.399784433724
6e-6,67,-3462.6233581103816
6.2499999999999995e-6,67,-3477.6277320064346
6.5e-6,67,-3493.3516901478083
6.75e-6,67,-3509.740950169235
7e-6,67,-3526.7471541873488
7.25e-6,67,-3544.3270368351036
7.499999999999999e-6,67,-3562.441734394453
7.75e-6,67,-3581.0557690918636
8e-6,67,-3600.1383017894627
8.249999999999999e-6,67,-3619.6601343879656
8.5e-6,67,-3639.5950703994836
8.75e-6,67,-3659.9189851671454
9e-6,67,-3680.610390294768
1e-6,67.05000000000001,-3600.7662339802464
1.2499999999999999e-6,67.05000000000001,-3533.8932685072805
1.5e-6,67.05000000000001,-3485.34998696248
1.75e-6,67.05000000000001,-3449.4560375910673
2e-6,67.05000000000001,-3422.8207566160486
2.25e-6,67.05000000000001,-3403.2570963885437
2.4999999999999998e-6,67.05000000000001,-3389.2717561362692
2.75e-6,67.05000000000001,-3379.7996252046896
3e-6,67.05000000000001,-3374.0542652862287
3.25e-6,67.05000000000001,-3371.4384464670206
3.5e-6,67.05000000000001,-3371.48793249899
3.7499999999999997e-6,67.05000000000001,-3373.834707360048
4e-6,67.05000000000001,-3378.182094184492
4.25e-6,67.05000000000001,-3384.2874304873826
4.5e-6,67.05000000000001,-3391.949702881951
4.749999999999999e-6,67.05000000000001,-3401.000529477093
4.9999999999999996e-6,67.05000000000001,-3411.29745800631
5.25e-6,67.05000000000001,-3422.7189007939783
5.5e-6,67.05000000000001,-3435.1602490910323
5.75e-6,67.05000000000001,-3448.530565430893
6e-6,67.05000000000001,-3462.7513391346
6.2499999999999995e-6,67.05000000000001,-3477.752913070357
6.5e-6,67.05000000000001,-3493.474071264411
6.75e-6,67.05000000000001,-3509.8605313512203
7e-6,67.05000000000001,-3526.863935448024
7.25e-6,67.05000000000001,-3544.441018186982
7.499999999999999e-6,67.05000000000001,-3562.552915850603
7.75e-6,67.05000000000001,-3581.164150338273
8e-6,67.05000000000001,-3600.2438831553263
8.249999999999999e-6,67.05000000000001,-3619.762915886159
8.5e-6,67.05000000000001,-3639.695052042913
8.75e-6,67.05000000000001,-3660.0161668145315
9e-6,67.05000000000001,-3680.7047721088793
1e-6,67.1,-3600.9504412143574
1.2499999999999999e-6,67.1,-3534.0746691805125
1.5e-6,67.1,-3485.5285810872256
1.75e-6,67.1,-3449.631825180218
2e-6,67.1,-3422.9937376816533
2.25e-6,67.1,-3403.427270943512
2.4999999999999998e-6,67.1,-3389.439124192832
2.75e-6,67.1,-3379.9641867755413
3e-6,67.1,-3374.2160203838653
3.25e-6,67.1,-3371.597395103859
3.5e-6,67.1,-3371.644074687567
3.7499999999999997e-6,67.1,-3373.9880431130755
4e-6,67.1,-3378.3326235143154
4.25e-6,67.1,-3384.435153406795
4.5e-6,67.1,-3392.094619403275
4.749999999999999e-6,67.1,-3401.1426396131324
4.9999999999999996e-6,67.1,-3411.43676176949
5.25e-6,67.1,-3422.855398196955
5.5e-6,67.1,-3435.2939401462036
5.75e-6,67.1,-3448.661449937448
6e-6,67.1,-3462.879417309178
6.2499999999999995e-6,67.1,-3477.878184925843
6.5e-6,67.1,-3493.5965368133416
6.75e-6,67.1,-3509.980190606202
7e-6,67.1,-3526.980788421371
7.25e-6,67.1,-3544.555064891667
7.499999999999999e-6,67.1,-3562.6641562990912
7.75e-6,67.1,-3581.272584216233
8e-6,67.1,-3600.3495107918607
8.249999999999999e-6,67.1,-3619.8657372939074
8.5e-6,67.1,-3639.795067234355
8.75e-6,67.1,-3660.1133756479167
9e-6,67.1,-3680.799174747219
1e-6,67.15,-3601.134872410466
1.2499999999999999e-6,67.15,-3534.2562874779283
1.5e-6,67.15,-3485.7073864983154
1.75e-6,67.15,-3449.8078177168586
2e-6,67.15,-3423.166917356368
2.25e-6,67.15,-3403.597637768203
2.4999999999999998e-6,67.15,-3389.6066781800378
2.75e-6,67.15,-3380.1289279374296
3e-6,67.15,-3374.377948732705
3.25e-6,67.15,-3371.7565106518373
3.5e-6,67.15,-3371.8003774470108
3.7499999999999997e-6,67.15,-3374.1415330960403
4e-6,67.15,-3378.4833007333827
4.25e-6,67.15,-3384.5830178740366
4.5e-6,67.15,-3392.239671131161
4.749999999999999e-6,67.15,-3401.2848786135824
4.9999999999999996e-6,67.15,-3411.576188055229
5.25e-6,67.15,-3422.9920117799693
5.5e-6,67.15,-3435.4277410389773
5.75e-6,67.15,-3448.7924379385413
6e-6,67.15,-3463.0075926353693
6.2499999999999995e-6,67.15,-3478.003547589372
6.5e-6,67.15,-3493.719086826385
6.75e-6,67.15,-3510.0999279812513
7e-6,67.15,-3527.097713170694
7.25e-6,67.15,-3544.669177027592
7.499999999999999e-6,67.15,-3562.7754558339434
7.75e-6,67.15,-3581.3810708354495
8e-6,67.15,-3600.4551848240994
8.249999999999999e-6,67.15,-3619.968598751632
8.5e-6,67.15,-3639.895116130033
8.75e-6,67.15,-3660.2106118395677
9e-6,67.15,-3680.8935983968477
1e-6,67.2,-3601.3195272598164
1.2499999999999999e-6,67.2,-3534.4381231061093
1.5e-6,67.2,-3485.886402917185
1.75e-6,67.2,-3449.984014938504
2e-6,67.2,-3423.340295392789
2.25e-6,67.2,-3403.7681966312584
2.4999999999999998e-6,67.2,-3389.774417881684
2.75e-6,67.2,-3380.2938484896777
3e-6,67.2,-3374.540050147577
3.25e-6,67.2,-3371.9157929410494
3.5e-6,67.2,-3371.9568406228454
3.7499999999999997e-6,67.2,-3374.2951771705048
4e-6,67.2,-3378.6341257181825
4.25e-6,67.2,-3384.731023781518
4.5e-6,67.2,-3392.3848579729233
4.749999999999999e-6,67.2,-3401.427246401952
4.9999999999999996e-6,67.2,-3411.7157368019843
5.25e-6,67.2,-3423.128741497344
5.5e-6,67.2,-3435.561651738898
5.75e-6,67.2,-3448.923529419463
6e-6,67.2,-3463.1358651136184
6.2499999999999995e-6,67.2,-3478.1290010769776
6.5e-6,67.2,-3493.8417213353846
6.75e-6,67.2,-3510.2197435236476
7e-6,67.2,-3527.2147097586303
7.25e-6,67.2,-3544.7833546729844
7.499999999999999e-6,67.2,-3562.8868145489914
7.75e-6,67.2,-3581.48961030522
8e-6,67.2,-3600.560905377121
8.249999999999999e-6,67.2,-3620.071500399822
8.5e-6,67.2,-3639.995198885573
8.75e-6,67.2,-3660.307875560136
9e-6,67.2,-3680.988043244563
1e-6,67.25,-3601.5044054535206
1.2499999999999999e-6,67.25,-3534.62017577169
1.5e-6,67.25,-3486.06563006647
1.75e-6,67.25,-3450.1604165830167
2e-6,67.25,-3423.5138715441244
2.25e-6,67.25,-3403.93894730125
2.4999999999999998e-6,67.25,-3389.9423430819643
2.75e-6,67.25,-3380.458948231931
3e-6,67.25,-3374.702324443447
3.25e-6,67.25,-3372.0752418024094
3.5e-6,67.25,-3372.1134640611376
3.7499999999999997e-6,67.25,-3374.4489751976075
4e-6,67.25,-3378.7850983459457
4.25e-6,67.25,-3384.8791710212704
4.5e-6,67.25,-3392.53017983666
4.749999999999999e-6,67.25,-3401.5697429014153
4.9999999999999996e-6,67.25,-3411.855407948862
5.25e-6,67.25,-3423.2655873033473
5.5e-6,67.25,-3435.69567221573
5.75e-6,67.25,-3449.0547243652795
6e-6,67.25,-3463.2642347446626
6.2499999999999995e-6,67.25,-3478.2545454048145
6.5e-6,67.25,-3493.964440371851
6.75e-6,67.25,-3510.3396372804195
7e-6,67.25,-3527.3317782475333
7.25e-6,67.25,-3544.897597905932
7.499999999999999e-6,67.25,-3562.9982325376905
7.75e-6,67.25,-3581.598202734379
8e-6,67.25,-3600.6666725749533
8.249999999999999e-6,67.25,-3620.1744423783184
8.5e-6,67.25,-3640.095315656394
8.75e-6,67.25,-3660.4051669808728
9e-6,67.25,-3681.082509476618
1e-6,67.30000000000001,-3601.6895066840293
1.2499999999999999e-6,67.30000000000001,-3534.8024451824585
1.5e-6,67.30000000000001,-3486.2450676690323
1.75e-6,67.30000000000001,-3450.3370223887778
2e-6,67.30000000000001,-3423.6876455643874
2.25e-6,67.30000000000001,-3404.1098895476093
2.4999999999999998e-6,67.30000000000001,-3390.110453565601
2.75e-6,67.30000000000001,-3380.6242269644567
3e-6,67.30000000000001,-3374.864771435976
3.25e-6,67.30000000000001,-3372.234857066664
3.5e-6,67.30000000000001,-3372.270247608461
3.7499999999999997e-6,67.30000000000001,-3374.6029270393024
4e-6,67.30000000000001,-3378.9362184936126
4.25e-6,67.30000000000001,-3385.0274594863017
4.5e-6,67.30000000000001,-3392.675636630456
4.749999999999999e-6,67.30000000000001,-3401.7123680355603
4.9999999999999996e-6,67.30000000000001,-3411.995201434648
5.25e-6,67.30000000000001,-3423.4025491522384
5.5e-6,67.30000000000001,-3435.8298024392916
5.75e-6,67.30000000000001,-3449.186022761502
6e-6,67.30000000000001,-3463.392701528977
6.2499999999999995e-6,67.30000000000001,-3478.3801805889098
6.5e-6,67.30000000000001,-3494.087243967195
6.75e-6,67.30000000000001,-3510.4596092985835
7e-6,67.30000000000001,-3527.448918700055
7.25e-6,67.30000000000001,-3545.0119068040494
7.499999999999999e-6,67.30000000000001,-3563.1097098931086
7.75e-6,67.30000000000001,-3581.7068482315417
8e-6,67.30000000000001,-3600.7724865419627
8.249999999999999e-6,67.30000000000001,-3620.2774248263995
8.5e-6,67.30000000000001,-3640.195466597315
8.75e-6,67.30000000000001,-3660.502486271602
9e-6,67.30000000000001,-3681.176997278985
1e-6,67.35,-3601.874830644011
1.2499999999999999e-6,67.35,-3534.9849310468558
1.5e-6,67.35,-3486.424715448607
1.75e-6,67.35,-3450.513832094806
2e-6,67.35,-3423.8616172081
2.25e-6,67.35,-3404.2810231398294
2.4999999999999998e-6,67.35,-3390.278749117739
2.75e-6,67.35,-3380.7896844873953
3e-6,67.35,-3375.027390941157
3.25e-6,67.35,-3372.3946385649574
3.5e-6,67.35,-3372.427191111265
3.7499999999999997e-6,67.35,-3374.757032557841
4e-6,67.35,-3379.0874860386252
4.25e-6,67.35,-3385.175889069206
4.5e-6,67.35,-3392.821228262488
4.749999999999999e-6,67.35,-3401.8551217277227
4.9999999999999996e-6,67.35,-3412.1351171982296
5.25e-6,67.35,-3423.539626998441
5.5e-6,67.35,-3435.9640423792716
5.75e-6,67.35,-3449.317424592742
6e-6,67.35,-3463.5212654673687
6.2499999999999995e-6,67.35,-3478.5059066453578
6.5e-6,67.35,-3494.21013215285
6.75e-6,67.35,-3510.5796596248083
7e-6,67.35,-3527.566131177938
7.25e-6,67.35,-3545.1262814449265
7.499999999999999e-6,67.35,-3563.2212467080317
7.75e-6,67.35,-3581.8155469050243
8e-6,67.35,-3600.878347401509
8.249999999999999e-6,67.35,-3620.3804478832412
8.5e-6,67.35,-3640.2956518628393
8.75e-6,67.35,-3660.5998336025978
9e-6,67.35,-3681.271506836669
1e-6,67.4,-3602.060377027154
1.2499999999999999e-6,67.4,-3535.1676330732644
1.5e-6,67.4,-3486.6045731293993
1.75e-6,67.4,-3450.690845440504
2e-6,67.4,-3424.0357862297997
2.25e-6,67.4,-3404.4523478483875
2.4999999999999998e-6,67.4,-3390.447229523907
2.75e-6,67.4,-3380.955320602144
3e-6,67.4,-3375.190182775251
3.25e-6,67.4,-3372.5545861292503
3.5e-6,67.4,-3372.584294416677
3.7499999999999997e-6,67.4,-3374.9112916150757
4e-6,67.4,-3379.2389008588048
4.25e-6,67.4,-3385.3244596632576
4.5e-6,67.4,-3392.966954641086
4.749999999999999e-6,67.4,-3401.9980039018383
4.9999999999999996e-6,67.4,-3412.275155178905
5.25e-6,67.4,-3423.6768207964287
5.5e-6,67.4,-3436.098392005549
5.75e-6,67.4,-3449.4489298446574
6e-6,67.4,-3463.6499265599477
6.2499999999999995e-6,67.4,-3478.6317235896413
6.5e-6,67.4,-3494.3331049600424
6.75e-6,67.4,-3510.6997883055174
7e-6,67.4,-3527.683415743237
7.25e-6,67.4,-3545.2407219057004
7.499999999999999e-6,67.4,-3563.33284307532
7.75e-6,67.4,-3581.9242988628444
