combined.initial.extinct.1M.log	NeParameter
22.156250000000142	1.9469788485099946E-4
22.16875000000014	1.957418176739035E-4
22.18125000000014	1.9678575049680757E-4
22.19375000000014	1.978296833197116E-4
22.20625000000014	1.9887361614261565E-4
22.21875000000014	1.999175489655197E-4
22.231250000000138	2.0096148178842376E-4
22.243750000000137	2.020054146113278E-4
22.256250000000136	2.0304934743423184E-4
22.268750000000136	2.0409328025713588E-4
22.281250000000135	2.0513721308003995E-4
22.293750000000134	2.06181145902944E-4
22.306250000000134	2.0722507872584803E-4
22.318750000000133	2.0827951033350423E-4
22.331250000000132	2.0940762043985552E-4
22.34375000000013	2.1053573054620684E-4
22.35625000000013	2.1166384065255813E-4
22.36875000000013	2.1279195075890944E-4
22.38125000000013	2.1392006086526073E-4
22.39375000000013	2.1504817097161202E-4
22.406250000000128	2.1617628107796334E-4
22.418750000000127	2.1730439118431463E-4
22.431250000000126	2.1843250129066594E-4
22.443750000000126	2.1956061139701723E-4
22.456250000000125	2.2068872150336855E-4
22.468750000000124	2.2181683160971984E-4
22.481250000000124	2.2294494171607113E-4
22.493750000000123	2.2407305182242245E-4
22.506250000000122	2.2520116192877374E-4
22.51875000000012	2.2633892597855016E-4
22.53125000000012	2.2756148207161663E-4
22.54375000000012	2.2878403816468313E-4
22.55625000000012	2.300065942577496E-4
22.56875000000012	2.312291503508161E-4
22.581250000000118	2.324517064438826E-4
22.593750000000117	2.3367426253694906E-4
22.606250000000117	2.3489681863001556E-4
22.618750000000116	2.3611937472308204E-4
22.631250000000115	2.3734193081614854E-4
22.643750000000114	2.3856448690921502E-4
22.656250000000114	2.3978704300228152E-4
22.668750000000113	2.41009599095348E-4
22.681250000000112	2.422321551884145E-4
22.69375000000011	2.4345471128148097E-4
22.70625000000011	2.4467726737454747E-4
22.71875000000011	2.459082910927374E-4
22.73125000000011	2.4723707651031304E-4
22.74375000000011	2.4856586192788867E-4
22.756250000000108	2.4989464734546436E-4
22.768750000000107	2.5122343276304E-4
22.781250000000107	2.5255221818061563E-4
22.793750000000106	2.5388100359819126E-4
22.806250000000105	2.552097890157669E-4
22.818750000000104	2.565385744333426E-4
22.831250000000104	2.578673598509182E-4
22.843750000000103	2.5919614526849385E-4
22.856250000000102	2.605249306860695E-4
22.8687500000001	2.618537161036451E-4
22.8812500000001	2.631825015212208E-4
22.8937500000001	2.6451128693879644E-4
22.9062500000001	2.658400723563721E-4
22.9187500000001	2.671756999854167E-4
22.931250000000098	2.686240939089813E-4
22.943750000000097	2.700724878325459E-4
22.956250000000097	2.715208817561105E-4
22.968750000000096	2.72969275679675E-4
22.981250000000095	2.744176696032396E-4
22.993750000000095	2.758660635268042E-4
23.006250000000094	2.773144574503688E-4
23.018750000000093	2.787628513739334E-4
23.031250000000092	2.8021124529749796E-4
23.04375000000009	2.8165963922106255E-4
23.05625000000009	2.831080331446271E-4
23.06875000000009	2.845564270681917E-4
23.08125000000009	2.8600482099175626E-4
23.09375000000009	2.8745321491532085E-4
23.106250000000088	2.8890160883888544E-4
23.118750000000087	2.903546747782906E-4
23.131250000000087	2.9193771161028955E-4
23.143750000000086	2.9352074844228853E-4
23.156250000000085	2.951037852742875E-4
23.168750000000085	2.966868221062865E-4
23.181250000000084	2.9826985893828545E-4
23.193750000000083	2.998528957702844E-4
23.206250000000082	3.0143593260228345E-4
23.21875000000008	3.030189694342824E-4
23.23125000000008	3.046020062662814E-4
23.24375000000008	3.0618504309828037E-4
23.25625000000008	3.0776807993027934E-4
23.26875000000008	3.093511167622783E-4
23.281250000000078	3.109341535942773E-4
23.293750000000077	3.1251719042627626E-4
23.306250000000077	3.1410022725827523E-4
23.318750000000076	3.156851097964804E-4
23.331250000000075	3.174195139270541E-4
23.343750000000075	3.191539180576279E-4
23.356250000000074	3.208883221882016E-4
23.368750000000073	3.2262272631877536E-4
23.381250000000072	3.2435713044934913E-4
23.39375000000007	3.2609153457992284E-4
23.40625000000007	3.278259387104966E-4
23.41875000000007	3.295603428410703E-4
23.43125000000007	3.312947469716441E-4
23.44375000000007	3.3302915110221785E-4
23.456250000000068	3.3476355523279157E-4
23.468750000000068	3.3649795936336533E-4
23.481250000000067	3.3823236349393905E-4
23.493750000000066	3.399667676245128E-4
23.506250000000065	3.417011717550865E-4
23.518750000000065	3.434355758856603E-4
23.531250000000064	3.4533801883561736E-4
23.543750000000063	3.4724221268930377E-4
23.556250000000063	3.491464065429902E-4
23.568750000000062	3.510506003966766E-4
23.58125000000006	3.52954794250363E-4
23.59375000000006	3.548589881040494E-4
23.60625000000006	3.5676318195773584E-4
23.61875000000006	3.5866737581142225E-4
23.63125000000006	3.6057156966510866E-4
23.643750000000058	3.624757635187951E-4
23.656250000000057	3.643799573724815E-4
23.668750000000056	3.662841512261679E-4
23.681250000000055	3.681883450798543E-4
23.693750000000055	3.7009253893354073E-4
23.706250000000054	3.7199673278722715E-4
23.718750000000053	3.7390092664091356E-4
23.731250000000053	3.7598877886162494E-4
23.743750000000052	3.78082862886184E-4
23.75625000000005	3.8017694691074304E-4
23.76875000000005	3.822710309353021E-4
23.78125000000005	3.8436511495986114E-4
23.79375000000005	3.864591989844202E-4
23.80625000000005	3.8855328300897924E-4
23.818750000000048	3.906473670335383E-4
23.831250000000047	3.9274145105809734E-4
23.843750000000046	3.948355350826564E-4
23.856250000000045	3.9692961910721544E-4
23.868750000000045	3.990237031317745E-4
23.881250000000044	4.0111778715633354E-4
23.893750000000043	4.032118711808926E-4
23.906250000000043	4.0530595520545164E-4
23.918750000000042	4.0740003923001066E-4
23.93125000000004	4.096940357269267E-4
23.94375000000004	4.1199973982660853E-4
23.95625000000004	4.143054439262904E-4
23.96875000000004	4.1661114802597223E-4
23.98125000000004	4.189168521256541E-4
23.993750000000038	4.212225562253359E-4
24.006250000000037	4.2352826032501773E-4
24.018750000000036	4.258339644246996E-4
24.031250000000036	4.2813966852438143E-4
24.043750000000035	4.304453726240633E-4
24.056250000000034	4.3275107672374513E-4
24.068750000000033	4.35056780823427E-4
24.081250000000033	4.373624849231088E-4
24.093750000000032	4.3966818902279063E-4
24.10625000000003	4.419738931224725E-4
24.11875000000003	4.4427959722215433E-4
24.13125000000003	4.468019216634266E-4
24.14375000000003	4.4934252844812335E-4
24.15625000000003	4.518831352328201E-4
24.168750000000028	4.5442374201751684E-4
24.181250000000027	4.569643488022136E-4
24.193750000000026	4.595049555869103E-4
24.206250000000026	4.6204556237160703E-4
24.218750000000025	4.645861691563038E-4
24.231250000000024	4.671267759410005E-4
24.243750000000023	4.6966738272569727E-4
24.256250000000023	4.7220798951039397E-4
24.268750000000022	4.747485962950907E-4
24.28125000000002	4.7728920307978746E-4
24.29375000000002	4.798298098644842E-4
24.30625000000002	4.8237041664918095E-4
24.31875000000002	4.8491102343387765E-4
24.33125000000002	4.876852140560639E-4
24.343750000000018	4.904854551328788E-4
24.356250000000017	4.932856962096937E-4
24.368750000000016	4.960859372865087E-4
24.381250000000016	4.988861783633236E-4
24.393750000000015	5.016864194401385E-4
24.406250000000014	5.044866605169535E-4
24.418750000000014	5.072869015937684E-4
24.431250000000013	5.100871426705834E-4
24.443750000000012	5.128873837473983E-4
24.45625000000001	5.156876248242132E-4
24.46875000000001	5.184878659010282E-4
24.48125000000001	5.212881069778431E-4
24.49375000000001	5.24088348054658E-4
24.50625000000001	5.26888589131473E-4
24.518750000000008	5.296888302082879E-4
24.531250000000007	5.327396635727217E-4
24.543750000000006	5.358255909032435E-4
24.556250000000006	5.389115182337654E-4
24.568750000000005	5.419974455642872E-4
24.581250000000004	5.45083372894809E-4
24.593750000000004	5.481693002253309E-4
24.606250000000003	5.512552275558527E-4
24.618750000000002	5.543411548863745E-4
24.63125	5.574270822168964E-4
24.64375	5.605130095474182E-4
24.65625	5.6359893687794E-4
24.66875	5.666848642084619E-4
24.68125	5.697707915389838E-4
24.693749999999998	5.728567188695056E-4
24.706249999999997	5.759426462000275E-4
24.718749999999996	5.790285735305493E-4
24.731249999999996	5.823819284749096E-4
24.743749999999995	5.857807635170369E-4
24.756249999999994	5.891795985591642E-4
24.768749999999994	5.925784336012914E-4
24.781249999999993	5.959772686434186E-4
24.793749999999992	5.993761036855459E-4
24.80624999999999	6.027749387276732E-4
24.81874999999999	6.061737737698005E-4
24.83124999999999	6.095726088119277E-4
24.84374999999999	6.12971443854055E-4
24.85624999999999	6.163702788961823E-4
24.868749999999988	6.197691139383096E-4
24.881249999999987	6.231679489804368E-4
24.893749999999986	6.26566784022564E-4
24.906249999999986	6.299656190646913E-4
24.918749999999985	6.333644541068186E-4
24.931249999999984	6.37047158705772E-4
24.943749999999984	6.407871226143204E-4
24.956249999999983	6.445270865228687E-4
24.968749999999982	6.482670504314172E-4
24.98124999999998	6.520070143399655E-4
24.99374999999998	6.557469782485139E-4
25.00624999999998	6.594869421570624E-4
25.01874999999998	6.632269060656107E-4
25.03124999999998	6.669668699741591E-4
25.043749999999978	6.707068338827074E-4
25.056249999999977	6.744467977912559E-4
25.068749999999977	6.781867616998043E-4
25.081249999999976	6.819267256083526E-4
25.093749999999975	6.856666895169011E-4
25.106249999999974	6.894066534254494E-4
25.118749999999974	6.931466173339978E-4
25.131249999999973	6.971862820110398E-4
25.143749999999972	7.012964105542877E-4
25.15624999999997	7.054065390975357E-4
25.16874999999997	7.095166676407837E-4
25.18124999999997	7.136267961840317E-4
25.19374999999997	7.177369247272797E-4
25.20624999999997	7.218470532705277E-4
25.218749999999968	7.259571818137757E-4
25.231249999999967	7.300673103570237E-4
25.243749999999967	7.341774389002716E-4
25.256249999999966	7.382875674435196E-4
25.268749999999965	7.423976959867676E-4
25.281249999999964	7.465078245300156E-4
25.293749999999964	7.506179530732636E-4
25.306249999999963	7.547280816165116E-4
25.318749999999962	7.588382101597596E-4
25.33124999999996	7.632630502607845E-4
25.34374999999996	7.677729972971384E-4
25.35624999999996	7.722829443334925E-4
25.36874999999996	7.767928913698464E-4
25.38124999999996	7.813028384062004E-4
25.393749999999958	7.858127854425543E-4
25.406249999999957	7.903227324789082E-4
25.418749999999957	7.948326795152623E-4
25.431249999999956	7.993426265516162E-4
25.443749999999955	8.038525735879702E-4
25.456249999999955	8.083625206243241E-4
25.468749999999954	8.12872467660678E-4
25.481249999999953	8.17382414697032E-4
25.493749999999952	8.218923617333859E-4
25.50624999999995	8.2640230876974E-4
25.51874999999995	8.309122558060939E-4
25.53124999999995	8.357509069434501E-4
25.54374999999995	8.406907402810565E-4
25.55624999999995	8.456305736186628E-4
25.568749999999948	8.505704069562691E-4
25.581249999999947	8.555102402938754E-4
25.593749999999947	8.604500736314817E-4
25.606249999999946	8.65389906969088E-4
25.618749999999945	8.703297403066943E-4
25.631249999999945	8.752695736443006E-4
25.643749999999944	8.802094069819069E-4
25.656249999999943	8.851492403195132E-4
25.668749999999942	8.900890736571195E-4
25.68124999999994	8.950289069947258E-4
25.69374999999994	8.999687403323321E-4
25.70624999999994	9.049085736699384E-4
25.71874999999994	9.098484070075447E-4
25.73124999999994	9.151297363105605E-4
25.743749999999938	9.205297295427749E-4
25.756249999999937	9.259297227749895E-4
25.768749999999937	9.31329716007204E-4
25.781249999999936	9.367297092394186E-4
25.793749999999935	9.421297024716332E-4
25.806249999999935	9.475296957038476E-4
25.818749999999934	9.529296889360622E-4
25.831249999999933	9.583296821682767E-4
25.843749999999932	9.637296754004913E-4
25.856249999999932	9.691296686327057E-4
25.86874999999993	9.745296618649203E-4
25.88124999999993	9.799296550971348E-4
25.89374999999993	9.853296483293495E-4
25.90624999999993	9.90729641561564E-4
25.91874999999993	9.961296347937784E-4
25.931249999999928	0.001001882550867323
25.943749999999927	0.0010077729743514735
25.956249999999926	0.001013663397835624
25.968749999999925	0.0010195538213197744
25.981249999999925	0.0010254442448039249
25.993749999999924	0.0010313346682880753
26.006249999999923	0.0010372250917722256
26.018749999999923	0.001043115515256376
26.031249999999922	0.0010490059387405265
26.04374999999992	0.001054896362224677
26.05624999999992	0.0010607867857088274
26.06874999999992	0.0010666772091929779
26.08124999999992	0.0010725676326771283
